,year,make,model,trim,mileage,AWD/FWD,price
450,2015,Ford,Edge,SEL,65157,AWD,18595
451,2015,Ford,Edge,SEL,48247,AWD,19995
452,2015,Ford,Edge,SEL,71007,FWD,18495
453,2015,Ford,Edge,SEL,52596,FWD,16977
454,2015,Ford,Edge,SE,46804,AWD,13995
455,2015,Ford,Edge,SEL,Miles,AWD,
456,2015,Ford,Edge,SE,74177,AWD,169998
457,2015,Ford,Edge,SEL,34910,FWD,20391
458,2015,Ford,Edge,SE,24744,FWD,16700
459,2015,Ford,Edge,Titanium,35856,AWD,22998
460,2015,Ford,Edge,SEL,78140,FWD,
461,2015,Ford,Edge,SEL,126665,AWD,
462,2015,Ford,Edge,SEL,114539,AWD,13999
463,2015,Ford,Edge,SEL,33529,FWD,20560
464,2015,Ford,Edge,Titanium,63900,AWD,21750
465,2015,Ford,Edge,SEL,4618,AWD,23693
466,2015,Ford,Edge,Sport,64400,AWD,45785
467,2015,Ford,Edge,SE,29863,FWD,20395
468,2015,Ford,Edge,Sport,23636,AWD,25999
469,2015,Ford,Edge,SEL,38608,AWD,22987
470,2015,Ford,Edge,SEL,29660,AWD,23642
471,2015,Ford,Edge,Titanium,61144,AWD,22141
472,2015,Ford,Edge,SEL,29773,AWD,22499
473,2015,Ford,Edge,SEL,106143,AWD,12995
474,2015,Ford,Edge,Titanium,58037,AWD,21757
475,2015,Ford,Edge,Titanium,32580,AWD,24900
476,2015,Ford,Edge,Titanium,30958,AWD,24944
477,2015,Ford,Edge,SEL,15639,AWD,24900
478,2015,Ford,Edge,Titanium,23812,AWD,25883
479,2015,Ford,Edge,Titanium,31863,AWD,25100
480,2015,Ford,Edge,SE,71154,AWD,16995
481,2015,Ford,Edge,SE,22992,FWD,19999
482,2015,Ford,Edge,SEL,37511,AWD,21799
483,2015,Ford,Edge,SE,144875,AWD,11990
484,2015,Ford,Edge,SEL,37177,AWD,21988
485,2015,Ford,Edge,SE,76774,FWD,17000
486,2015,Ford,Edge,Titanium,39986,AWD,25000
487,2015,Ford,Edge,Titanium,38266,FWD,24977
488,2015,Ford,Edge,Titanium,93173,AWD,16199
489,2015,Ford,Edge,Titanium,61740,AWD,22988
490,2015,Ford,Edge,Sport,21002,AWD,27750
491,2015,Ford,Edge,SEL,31681,FWD,19900
492,2015,Ford,Edge,SEL,31529,AWD,20998
493,2015,Ford,Edge,SE,Miles,FWD,
494,2015,Ford,Edge,Sport,48169,FWD,24557
495,2015,Ford,Edge,SEL,29057,AWD,22661
496,2015,Ford,Edge,SEL,60718,AWD,20490
497,2015,Ford,Edge,SE,37189,AWD,18750
498,2015,Ford,Edge,SEL,22953,AWD,21800
499,2015,Ford,Edge,SEL,23385,AWD,23333
500,2015,Ford,Edge,SEL,30505,AWD,20995
501,2015,Ford,Edge,SEL,55998,AWD,18786
502,2015,Ford,Edge,SEL,63148,AWD,18750
503,2015,Ford,Edge,SEL,27749,FWD,18686
504,2015,Ford,Edge,Titanium,51925,AWD,23356
505,2015,Ford,Edge,SEL,49852,AWD,
506,2015,Ford,Edge,SEL,57643,AWD,18795
507,2015,Ford,Edge,SEL,24764,AWD,18900
508,2015,Ford,Edge,Titanium,73072,AWD,20672
509,2015,Ford,Edge,Titanium,51655,AWD,23595
510,2015,Ford,Edge,SEL,76749,AWD,18897
511,2015,Ford,Edge,SEL,49887,AWD,22999
512,2015,Ford,Edge,SEL,49871,AWD,22999
513,2015,Ford,Edge,SEL,49650,FWD,21200
514,2015,Ford,Edge,Titanium,84557,AWD,20655
515,2015,Ford,Edge,SEL,58000,FWD,18900
516,2015,Ford,Edge,SEL,81300,AWD,18900
517,2015,Ford,Edge,SEL,44204,FWD,
518,2015,Ford,Edge,Titanium,76050,FWD,18994
519,2015,Ford,Edge,Titanium,60790,AWD,21000
520,2015,Ford,Edge,SEL,76945,AWD,18995
521,2015,Ford,Edge,Sport,45784,AWD,23677
522,2015,Ford,Edge,Sport,49320,FWD,23492
523,2015,Ford,Edge,Titanium,55233,AWD,20895
524,2015,Ford,Edge,Titanium,66973,AWD,20994
525,2015,Ford,Edge,SEL,50329,AWD,19565
526,2015,Ford,Edge,SEL,79298,AWD,18993
527,2015,Ford,Edge,Titanium,60255,AWD,20900
528,2015,Ford,Edge,SEL,83363,AWD,18990
529,2015,Ford,Edge,SE,60910,FWD,15995
530,2015,Ford,Edge,SEL,50104,AWD,20993
531,2015,Ford,Edge,SEL,50010,FWD,14689
532,2015,Ford,Edge,SEL,50455,AWD,19995
533,2015,Ford,Edge,SEL,70422,FWD,18988
534,2015,Ford,Edge,SE,60847,AWD,17490
535,2015,Ford,Edge,Titanium,52045,AWD,22499
536,2015,Ford,Edge,Titanium,54696,AWD,20900
537,2015,Ford,Edge,Sport,26813,FWD,23500
538,2015,Ford,Edge,SEL,50608,AWD,19600
539,2015,Ford,Edge,SEL,50408,AWD,20450
540,2015,Ford,Edge,Titanium,69066,AWD,20995
541,2015,Ford,Edge,SEL,86735,AWD,18995
542,2015,Ford,Edge,SEL,138725,AWD,18995
543,2015,Ford,Edge,SEL,50353,FWD,22995
544,2015,Ford,Edge,SEL,76907,AWD,17500
545,2015,Ford,Edge,SEL,62976,FWD,17477
546,2015,Ford,Edge,SEL,69181,AWD,19247
547,2015,Ford,Edge,SEL,51550,AWD,22995
548,2015,Ford,Edge,SEL,58215,AWD,19190
549,2015,Ford,Edge,SE,80829,AWD,15816
550,2015,Ford,Edge,Sport,32205,FWD,23850
551,2015,Ford,Edge,Titanium,75516,AWD,21394
552,2015,Ford,Edge,Titanium,53435,AWD,21676
553,2015,Ford,Edge,Titanium,53243,AWD,22000
554,2015,Ford,Edge,Sport,45880,AWD,23995
555,2015,Ford,Edge,Sport,50330,AWD,23900
556,2015,Ford,Edge,SEL,50883,AWD,20934
557,2015,Ford,Edge,SEL,53325,AWD,21995
558,2015,Ford,Edge,Titanium,23314,FWD,
559,2015,Ford,Edge,SEL,38938,AWD,21988
560,2015,Ford,Edge,SEL,77695,AWD,17698
561,2015,Ford,Edge,SEL,42691,AWD,20000
562,2015,Ford,Edge,SE,86258,FWD,12999
563,2015,Ford,Edge,SEL,22747,FWD,19595
564,2015,Ford,Edge,SE,86258,FWD,12999
565,2015,Ford,Edge,SEL,52192,AWD,22995
566,2015,Ford,Edge,Titanium,54267,AWD,22977
567,2015,Ford,Edge,Titanium,55913,AWD,21500
568,2015,Ford,Edge,SE,25940,FWD,15985
569,2015,Ford,Edge,Titanium,73828,FWD,21499
570,2015,Ford,Edge,SEL,54730,AWD,19495
571,2015,Ford,Edge,SEL,52163,AWD,20999
572,2015,Ford,Edge,SEL,33103,AWD,19633
573,2015,Ford,Edge,SEL,63973,AWD,19500
574,2015,Ford,Edge,SE,94527,AWD,15995
575,2015,Ford,Edge,Titanium,53837,AWD,22995
576,2015,Ford,Edge,SEL,56104,FWD,19600
577,2015,Ford,Edge,SE,82987,FWD,15995
578,2015,Ford,Edge,SEL,68291,AWD,18995
579,2015,Ford,Edge,Titanium,60092,AWD,19875
580,2015,Ford,Edge,Titanium,75494,FWD,20000
581,2015,Ford,Edge,Titanium,64620,FWD,19995
582,2015,Ford,Edge,SEL,108592,AWD,
583,2015,Ford,Edge,SE,63081,FWD,16868
584,2015,Ford,Edge,SEL,37166,AWD,19999
585,2015,Ford,Edge,SEL,58547,AWD,20200
586,2015,Ford,Edge,SEL,113065,AWD,14500
587,2015,Ford,Edge,Titanium,38291,AWD,21987
588,2015,Ford,Edge,Titanium,24639,AWD,25842
589,2015,Ford,Edge,SEL,28233,FWD,21177
590,2015,Ford,Edge,Sport,50889,AWD,24999
591,2015,Ford,Edge,SEL,60250,AWD,19997
592,2015,Ford,Edge,SEL,24700,AWD,22898
593,2015,Ford,Edge,Titanium,30769,AWD,23470
594,2015,Ford,Edge,Titanium,73931,AWD,22981
595,2015,Ford,Edge,SEL,35520,AWD,21800
596,2015,Ford,Edge,SEL,26455,AWD,23800
597,2015,Ford,Edge,SEL,21375,AWD,23800
598,2015,Ford,Edge,SEL,26455,AWD,23800
599,2015,Ford,Edge,SEL,21375,AWD,23800
600,2015,Ford,Edge,SEL,53720,AWD,22500
601,2015,Ford,Edge,SEL,58396,AWD,20320
602,2015,Ford,Edge,Titanium,39570,FWD,22999
603,2015,Ford,Edge,SEL,64141,AWD,22995
604,2015,Ford,Edge,SEL,25606,FWD,19988
605,2015,Ford,Edge,SEL,85195,AWD,
606,2015,Ford,Edge,SEL,53535,AWD,19735
607,2015,Ford,Edge,SEL,19320,AWD,24998
608,2015,Ford,Edge,SE,27897,AWD,
609,2015,Ford,Edge,SEL,30242,AWD,24495
610,2015,Ford,Edge,SE,121710,AWD,11949
611,2015,Ford,Edge,Titanium,30677,FWD,24490
612,2015,Ford,Edge,SEL,52760,AWD,20952
613,2015,Ford,Edge,Titanium,26045,AWD,28995
614,2015,Ford,Edge,SEL,23684,AWD,20996
615,2015,Ford,Edge,SEL,30375,AWD,23495
616,2015,Ford,Edge,Titanium,39552,AWD,26500
617,2015,Ford,Edge,SEL,29104,AWD,24490
618,2015,Ford,Edge,SEL,56460,AWD,19999
619,2015,Ford,Edge,SEL,16375,AWD,22500
620,2015,Ford,Edge,SE,46741,FWD,16999
621,2015,Ford,Edge,Titanium,40290,AWD,22845
622,2015,Ford,Edge,SEL,14393,AWD,23250
623,2015,Ford,Edge,SEL,32982,AWD,21999
624,2015,Ford,Edge,SEL,29397,AWD,21990
625,2015,Ford,Edge,SEL,36092,AWD,21488
626,2015,Ford,Edge,Titanium,21675,AWD,28090
627,2015,Ford,Edge,Titanium,111797,AWD,15599
628,2015,Ford,Edge,Sport,23408,AWD,24998
629,2015,Ford,Edge,SEL,20923,AWD,22999
630,2015,Ford,Edge,SEL,26411,AWD,22400
631,2015,Ford,Edge,Sport,31160,AWD,26995
632,2015,Ford,Edge,Titanium,31922,AWD,24995
633,2015,Ford,Edge,SEL,73798,AWD,19995
634,2015,Ford,Edge,Titanium,28156,FWD,22693
635,2015,Ford,Edge,Sport,87450,AWD,17553
636,2015,Ford,Edge,SEL,37948,FWD,21995
637,2015,Ford,Edge,SEL,61000,AWD,13000
638,2015,Ford,Edge,Titanium,100464,FWD,14995
639,2015,Ford,Edge,SEL,25176,FWD,21835
640,2015,Ford,Edge,SEL,17197,AWD,23995
641,2015,Ford,Edge,SE,141524,AWD,11995
642,2015,Ford,Edge,SEL,28498,AWD,23540
643,2015,Ford,Edge,SEL,22778,AWD,23995
644,2015,Ford,Edge,SEL,29893,AWD,23900
645,2015,Ford,Edge,Titanium,2090,FWD,24995
646,2015,Ford,Edge,Sport,51427,AWD,26995
647,2015,Ford,Edge,SEL,21672,AWD,23990
648,2015,Ford,Edge,SEL,28172,FWD,20997
649,2015,Ford,Edge,Sport,31109,AWD,28285
650,2015,Ford,Edge,SEL,28068,AWD,19990
651,2015,Ford,Edge,SEL,20209,AWD,22153
652,2015,Ford,Edge,SEL,38611,AWD,23995
653,2015,Ford,Edge,SEL,30135,AWD,22951
654,2015,Ford,Edge,SEL,34253,FWD,19988
655,2015,Ford,Edge,SEL,146013,AWD,11500
656,2015,Ford,Edge,SE,19980,AWD,17900
657,2015,Ford,Edge,SE,28761,FWD,17500
658,2015,Ford,Edge,SEL,6924,FWD,20499
659,2015,Ford,Edge,SEL,79822,AWD,
660,2015,Ford,Edge,Titanium,55161,AWD,21992
661,2015,Ford,Edge,Titanium,65544,AWD,21749
662,2015,Ford,Edge,Titanium,72848,AWD,21995
663,2015,Ford,Edge,SE,42495,FWD,
664,2015,Ford,Edge,SEL,34554,FWD,19977
665,2015,Ford,Edge,SEL,83450,FWD,14111
666,2015,Ford,Edge,SEL,32981,AWD,20699
667,2015,Ford,Edge,Titanium,36694,AWD,23495
668,2015,Ford,Edge,SEL,27458,AWD,20998
669,2015,Ford,Edge,SE,21093,FWD,19995
670,2015,Ford,Edge,Sport,104062,FWD,16000
671,2015,Ford,Edge,SE,78995,AWD,18500
672,2015,Ford,Edge,Sport,22110,AWD,27489
673,2015,Ford,Edge,SEL,55126,AWD,19699
674,2015,Ford,Edge,SEL,53914,AWD,20995
675,2015,Ford,Edge,SEL,55196,AWD,19792
676,2015,Ford,Edge,Titanium,35000,FWD,21900
677,2015,Ford,Edge,Titanium,62150,AWD,25995
678,2015,Ford,Edge,Titanium,38926,AWD,25747
679,2015,Ford,Edge,Sport,30009,AWD,24404
680,2015,Ford,Edge,Titanium,26724,AWD,21988
681,2015,Ford,Edge,SEL,26779,FWD,19997
682,2015,Ford,Edge,SEL,39438,AWD,22995
683,2015,Ford,Edge,SEL,37695,AWD,19999
684,2015,Ford,Edge,Titanium,56947,AWD,22950
685,2015,Ford,Edge,SEL,54360,AWD,22988
686,2015,Ford,Edge,SEL,34580,AWD,19900
687,2015,Ford,Edge,Sport,32023,AWD,24900
688,2015,Ford,Edge,SE,145175,AWD,11711
689,2015,Ford,Edge,SEL,78763,FWD,
690,2015,Ford,Edge,SEL,26149,AWD,22995
691,2015,Ford,Edge,Titanium,105405,AWD,15495
692,2015,Ford,Edge,SEL,12184,AWD,24989
693,2015,Ford,Edge,Titanium,30429,AWD,23499
694,2015,Ford,Edge,SEL,21345,AWD,22499
695,2015,Ford,Edge,SEL,34334,AWD,22995
696,2015,Ford,Edge,SEL,32185,AWD,23606
697,2015,Ford,Edge,SEL,34629,AWD,20694
698,2015,Ford,Edge,Titanium,37315,FWD,23995
699,2015,Ford,Edge,SEL,29000,AWD,22975
700,2015,Ford,Edge,Titanium,24121,AWD,24895
701,2015,Ford,Edge,SEL,103213,FWD,
702,2015,Ford,Edge,SE,34728,FWD,16460
703,2015,Ford,Edge,SEL,30662,AWD,19998
704,2015,Ford,Edge,SEL,29570,FWD,22989
705,2015,Ford,Edge,Sport,57575,AWD,
706,2015,Ford,Edge,SEL,83320,FWD,14572
707,2015,Ford,Edge,SEL,26043,AWD,20900
708,2015,Ford,Edge,SEL,12588,AWD,23995
709,2015,Ford,Edge,SEL,133880,AWD,15997
710,2015,Ford,Edge,Titanium,139545,FWD,13990
711,2015,Ford,Edge,Sport,28105,AWD,25716
712,2015,Ford,Edge,SEL,61780,AWD,
713,2015,Ford,Edge,Sport,21500,AWD,25000
714,2015,Ford,Edge,Sport,14784,AWD,30999
715,2015,Ford,Edge,SE,86800,AWD,11995
716,2015,Ford,Edge,SEL,81800,AWD,12995
717,2015,Ford,Edge,SEL,31655,AWD,21995
718,2015,Ford,Edge,SE,Miles,AWD,1
719,2015,Ford,Edge,Titanium,35102,FWD,22991
720,2015,Ford,Edge,Titanium,20460,AWD,23652
721,2015,Ford,Edge,Titanium,35843,AWD,25995
722,2015,Ford,Edge,SEL,33800,AWD,22000
723,2015,Ford,Edge,Titanium,88059,AWD,15907
724,2015,Ford,Edge,Titanium,88059,AWD,15907
725,2015,Ford,Edge,SEL,33000,AWD,
726,2015,Ford,Edge,SEL,89770,FWD,15999
727,2015,Ford,Edge,SE,76769,FWD,17500
728,2015,Ford,Edge,SEL,29744,AWD,21755
729,2015,Ford,Edge,SEL,22427,AWD,22995
730,2015,Ford,Edge,Titanium,33300,FWD,22488
731,2015,Ford,Edge,Titanium,108409,AWD,
732,2015,Ford,Edge,SEL,26027,AWD,23495
733,2015,Ford,Edge,SEL,37000,AWD,20500
734,2015,Ford,Edge,Titanium,101000,FWD,13486
735,2015,Ford,Edge,SEL,27459,FWD,21987
736,2015,Ford,Edge,SE,41410,AWD,18999
737,2015,Ford,Edge,Titanium,111463,FWD,15971
738,2015,Ford,Edge,SE,34130,AWD,19495
739,2015,Ford,Edge,SE,39571,AWD,18995
740,2015,Ford,Edge,SEL,24585,AWD,19900
741,2015,Ford,Edge,SEL,92141,FWD,13995
742,2015,Ford,Edge,SE,28590,AWD,19695
743,2015,Ford,Edge,SE,37973,FWD,16999
744,2015,Ford,Edge,SE,18000,AWD,
745,2015,Ford,Edge,Titanium,33315,FWD,21995
746,2015,Ford,Edge,SEL,31409,AWD,19994
747,2015,Ford,Edge,SE,32977,FWD,17488
748,2015,Ford,Edge,SEL,24577,AWD,22500
749,2015,Ford,Edge,SE,29367,FWD,17159
750,2015,Ford,Edge,SEL,36438,AWD,22900
751,2015,Ford,Edge,SEL,91840,FWD,14400
752,2015,Ford,Edge,SE,43754,AWD,17850
753,2015,Ford,Edge,SEL,24107,FWD,20995
754,2015,Ford,Edge,Titanium,58026,AWD,21975
755,2015,Ford,Edge,SE,30898,AWD,16495
756,2015,Ford,Edge,SE,30446,AWD,19255
757,2015,Ford,Edge,Titanium,28045,AWD,24870
758,2015,Ford,Edge,SEL,68805,AWD,19988
759,2015,Ford,Edge,SEL,87933,AWD,1890
760,2015,Ford,Edge,SE,Miles,FWD,22000
761,2015,Ford,Edge,SEL,53679,AWD,22995
762,2015,Ford,Edge,Titanium,57417,AWD,22995
763,2015,Ford,Edge,SEL,26384,AWD,22499
764,2015,Ford,Edge,SE,19949,AWD,21541
765,2015,Ford,Edge,SEL,14130,FWD,24995
766,2015,Ford,Edge,SE,64471,AWD,16995
767,2015,Ford,Edge,SEL,Miles,FWD,21500
768,2015,Ford,Edge,SEL,38460,AWD,19900
769,2015,Ford,Edge,SEL,78095,AWD,
770,2015,Ford,Edge,SEL,24414,AWD,22485
771,2015,Ford,Edge,SEL,22105,FWD,22995
772,2015,Ford,Edge,Titanium,41115,AWD,23350
773,2015,Ford,Edge,SEL,38883,AWD,21888
774,2015,Ford,Edge,SE,77065,FWD,
775,2015,Ford,Edge,Sport,20067,AWD,28613
776,2015,Ford,Edge,SEL,80556,AWD,19995
777,2015,Ford,Edge,Titanium,35814,AWD,21987
778,2015,Ford,Edge,Titanium,30068,AWD,24373
779,2015,Ford,Edge,Titanium,35011,AWD,26900
780,2015,Ford,Edge,SEL,23936,AWD,20900
781,2015,Ford,Edge,SEL,38000,AWD,
782,2015,Ford,Edge,Titanium,30932,AWD,26998
783,2015,Ford,Edge,SEL,22597,FWD,23900
784,2015,Ford,Edge,Titanium,57147,AWD,21770
785,2015,Ford,Edge,SEL,23993,AWD,23983
786,2015,Ford,Edge,SE,22288,AWD,17376
787,2015,Ford,Edge,Titanium,104308,FWD,14888
788,2015,Ford,Edge,SEL,32732,AWD,21494
789,2015,Ford,Edge,Titanium,58211,AWD,21900
790,2015,Ford,Edge,SEL,22802,AWD,20000
791,2015,Ford,Edge,Titanium,38071,AWD,23800
792,2015,Ford,Edge,SEL,38019,AWD,22950
793,2015,Ford,Edge,SEL,33470,AWD,22787
794,2015,Ford,Edge,SEL,17604,AWD,27990
795,2015,Ford,Edge,SEL,136302,AWD,12200
796,2015,Ford,Edge,Titanium,33311,AWD,22900
797,2015,Ford,Edge,SEL,26395,FWD,23950
798,2015,Ford,Edge,Sport,32307,AWD,25987
799,2015,Ford,Edge,SEL,52640,FWD,19687
800,2015,Ford,Edge,SE,15069,FWD,16795
801,2015,Ford,Edge,SEL,22396,AWD,21900
802,2015,Ford,Edge,SEL,36600,AWD,20995
803,2015,Ford,Edge,Titanium,34195,FWD,21995
804,2015,Ford,Edge,SEL,28433,AWD,22499
805,2015,Ford,Edge,SE,33571,AWD,18555
806,2015,Ford,Edge,Titanium,15432,FWD,25988
807,2015,Ford,Edge,SEL,38689,AWD,22995
808,2015,Ford,Edge,Sport,28628,FWD,25999
809,2015,Ford,Edge,SEL,60438,AWD,22995
810,2015,Ford,Edge,SEL,28171,FWD,21999
811,2015,Ford,Edge,Titanium,70479,AWD,22394
812,2015,Ford,Edge,SEL,28000,AWD,23200
813,2015,Ford,Edge,SEL,30136,AWD,20990
814,2015,Ford,Edge,Titanium,39816,AWD,24948
815,2015,Ford,Edge,SEL,22402,FWD,21299
816,2015,Ford,Edge,SE,96479,FWD,12000
817,2015,Ford,Edge,SEL,5000,FWD,20950
818,2015,Ford,Edge,SEL,33700,AWD,22900
819,2015,Ford,Edge,SEL,37922,AWD,20900
820,2015,Ford,Edge,SEL,31556,AWD,22000
821,2015,Ford,Edge,SE,72893,AWD,
822,2015,Ford,Edge,SEL,36877,AWD,20899
823,2015,Ford,Edge,SEL,36337,AWD,20899
824,2015,Ford,Edge,SEL,17280,FWD,23900
825,2015,Ford,Edge,SEL,31334,AWD,24795
826,2015,Ford,Edge,SEL,71997,AWD,
827,2015,Ford,Edge,SEL,71515,AWD,19995
828,2015,Ford,Edge,Titanium,76345,AWD,22395
829,2015,Ford,Edge,SEL,38380,AWD,22247
830,2015,Ford,Edge,Sport,27147,AWD,24996
831,2015,Ford,Edge,SEL,79295,FWD,16000
832,2015,Ford,Edge,SEL,36120,AWD,22500
833,2015,Ford,Edge,26364,FWD,21495,
834,2015,Ford,Edge,12873,FWD,29995,
835,2015,Ford,Edge,SEL,62392,FWD,18190
836,2015,Ford,Edge,Titanium,80841,FWD,17995
837,2015,Ford,Edge,Sport,36670,FWD,24998
838,2015,Ford,Edge,SEL,62642,FWD,16495
839,2015,Ford,Edge,SEL,48712,FWD,17750
840,2015,Ford,Edge,SEL,55262,FWD,
841,2015,Ford,Edge,SEL,34568,AWD,19990
842,2015,Ford,Edge,SEL,64558,AWD,19964
843,2015,Ford,Edge,SEL,56337,FWD,18900
844,2015,Ford,Edge,SEL,65378,AWD,18900
845,2015,Ford,Edge,Titanium,62094,AWD,19797
846,2015,Ford,Edge,SE,60662,FWD,15988
847,2015,Ford,Edge,Titanium,69414,FWD,20988
848,2015,Ford,Edge,SEL,31632,AWD,18995
849,2015,Ford,Edge,Sport,44356,AWD,25387
850,2015,Ford,Edge,SE,52267,AWD,16799
851,2015,Ford,Edge,SEL,52302,AWD,19863
852,2015,Ford,Edge,SEL,58045,AWD,19495
853,2015,Ford,Edge,SEL,62190,AWD,18587
854,2015,Ford,Edge,SEL,28606,AWD,
855,2015,Ford,Edge,Titanium,73987,AWD,
856,2015,Ford,Edge,Sport,55482,AWD,
857,2015,Ford,Edge,Titanium,Miles,AWD,
858,2015,Ford,Edge,SEL,23253,AWD,23588
859,2015,Ford,Edge,Titanium,39330,AWD,25990
860,2015,Ford,Edge,SEL,24149,AWD,22990
861,2015,Ford,Edge,Titanium,30928,AWD,23296
862,2015,Ford,Edge,Titanium,55655,AWD,
863,2015,Ford,Edge,SEL,25192,AWD,24300
864,2015,Ford,Edge,SEL,30301,AWD,
865,2015,Ford,Edge,SE,37156,AWD,
866,2015,Ford,Edge,SEL,84452,AWD,19998
867,2015,Ford,Edge,SEL,11277,AWD,24900
868,2015,Ford,Edge,SEL,33085,AWD,
869,2015,Ford,Edge,SEL,26421,AWD,22579
870,2015,Ford,Edge,SE,38161,FWD,18863
871,2015,Ford,Edge,Titanium,38322,AWD,27995
872,2015,Ford,Edge,Titanium,40305,FWD,
873,2015,Ford,Edge,Titanium,73489,FWD,
874,2015,Ford,Edge,SE,39562,FWD,17627
875,2015,Ford,Edge,Sport,26025,AWD,26988
876,2015,Ford,Edge,Titanium,6721,FWD,23995
877,2015,Ford,Edge,SEL,55308,AWD,20984
878,2015,Ford,Edge,SEL,53755,AWD,19995
879,2015,Ford,Edge,Sport,43651,AWD,24949
880,2015,Ford,Edge,Sport,43651,AWD,24949
881,2015,Ford,Edge,SEL,69938,AWD,18686
882,2015,Ford,Edge,SEL,71571,AWD,17900
883,2015,Ford,Edge,SEL,73074,AWD,19361
884,2015,Ford,Edge,SEL,50751,AWD,18986
885,2015,Ford,Edge,SEL,Miles,AWD,21990
886,2015,Ford,Edge,Sport,64761,AWD,
887,2015,Ford,Edge,SEL,79563,AWD,
888,2015,Ford,Edge,SEL,36654,AWD,21995
889,2015,Ford,Edge,SEL,Miles,AWD,
890,2015,Ford,Edge,Titanium,36616,AWD,23900
891,2015,Ford,Edge,SEL,110122,AWD,13900
892,2015,Ford,Edge,Sport,102715,FWD,16995
893,2015,Ford,Edge,Sport,32130,AWD,26496
894,2015,Ford,Edge,SEL,33643,AWD,23949
895,2015,Ford,Edge,SEL,29734,AWD,22995
896,2015,Ford,Edge,SEL,26455,AWD,26900
897,2015,Ford,Edge,Sport,110300,FWD,17795
898,2015,Ford,Edge,Titanium,33814,AWD,29980
899,2015,Ford,Edge,SEL,39006,FWD,
900,2015,Ford,Edge,SEL,38875,FWD,
901,2015,Ford,Edge,SEL,20162,FWD,
902,2015,Ford,Edge,SE,30420,FWD,
903,2015,Ford,Edge,Titanium,17143,AWD,
